1,2018-06-19 12:00:00 +0000 UTC,exampleUser390,44541.43,UAH
7,2020-09-17 14:00:00 +0000 UTC,exampleUser225,53979.33,USD
1,2020-04-11 07:00:00 +0000 UTC,exampleUser228,12536.24,USD
4,2019-05-27 22:00:00 +0000 UTC,exampleUser585,18811.29,USD
4,2020-04-09 00:00:00 +0000 UTC,exampleUser835,3875.93,USD
4,2020-03-03 19:00:00 +0000 UTC,exampleUser16,64163.33,USD
4,2020-06-28 07:00:00 +0000 UTC,exampleUser284,99238.26,USD
4,2019-06-11 10:00:00 +0000 UTC,exampleUser654,52527.03,USD
4,2020-06-18 18:00:00 +0000 UTC,exampleUser987,33822.42,USD
4,2019-07-21 01:00:00 +0000 UTC,exampleUser555,26802.59,UAH
4,2020-03-19 11:00:00 +0000 UTC,exampleUser475,8435.59,USD
4,2020-05-12 21:00:00 +0000 UTC,exampleUser673,25410.57,UAH
4,2020-08-03 17:00:00 +0000 UTC,exampleUser761,47401.91,USD
3,2020-08-25 09:00:00 +0000 UTC,exampleUser202,46649.7,USD
4,2020-02-11 15:00:00 +0000 UTC,exampleUser273,17051.56,USD
4,2020-11-22 17:00:00 +0000 UTC,exampleUser748,60656.12,USD
4,2019-04-21 16:00:00 +0000 UTC,exampleUser393,55472.13,USD
4,2019-09-15 16:00:00 +0000 UTC,exampleUser79,385.8,USD
4,2020-04-01 02:00:00 +0000 UTC,exampleUser364,77229.12,USD
3,2020-01-06 05:00:00 +0000 UTC,exampleUser278,84598.48,USD
4,2020-11-19 02:00:00 +0000 UTC,exampleUser237,86155.55,USD
4,2020-10-13 16:00:00 +0000 UTC,exampleUser102,11844.19,USD
4,2020-05-14 11:00:00 +0000 UTC,exampleUser217,70952.78,USD
4,2019-10-25 05:00:00 +0000 UTC,exampleUser652,99122.48,USD
4,2020-09-10 16:00:00 +0000 UTC,exampleUser514,36233.02,USD
3,2019-11-10 02:00:00 +0000 UTC,exampleUser569,3666.38,UAH
4,2020-09-08 08:00:00 +0000 UTC,exampleUser792,72235.42,USD
3,2020-03-26 10:00:00 +0000 UTC,exampleUser68,71062.21,USD
3,2019-11-19 16:00:00 +0000 UTC,exampleUser99,88997.56,USD
4,2020-04-18 07:00:00 +0000 UTC,exampleUser330,12445.47,USD
4,2019-04-16 22:00:00 +0000 UTC,exampleUser604,84011.47,USD
4,2019-07-07 13:00:00 +0000 UTC,exampleUser70,55406.1,USD
4,2018-06-16 23:00:00 +0000 UTC,exampleUser514,92795.51,USD
3,2020-02-10 17:00:00 +0000 UTC,exampleUser336,57481.61,USD
4,2019-04-03 23:00:00 +0000 UTC,exampleUser140,99201.28,USD
3,2019-10-08 23:00:00 +0000 UTC,exampleUser218,11714.27,USD
4,2018-10-14 10:00:00 +0000 UTC,exampleUser607,50519.06,USD
4,2020-08-17 21:00:00 +0000 UTC,exampleUser918,12280.26,USD
4,2020-08-04 22:00:00 +0000 UTC,exampleUser241,47652.04,USD
4,2019-04-10 15:00:00 +0000 UTC,exampleUser859,71276.79,USD
3,2019-07-03 17:00:00 +0000 UTC,exampleUser225,42032.65,USD
3,2019-09-25 08:00:00 +0000 UTC,exampleUser166,39455.04,USD
4,2019-08-28 10:00:00 +0000 UTC,exampleUser403,30952.14,USD
4,2019-03-10 16:00:00 +0000 UTC,exampleUser899,32025.44,USD
4,2019-10-06 11:00:00 +0000 UTC,exampleUser297,95155.67,USD
4,2018-05-27 01:00:00 +0000 UTC,exampleUser9,48170.56,USD
4,2019-10-11 23:00:00 +0000 UTC,exampleUser498,18828.28,USD
4,2019-06-04 01:00:00 +0000 UTC,exampleUser924,5833.19,UAH
4,2019-11-20 14:00:00 +0000 UTC,exampleUser202,51985.93,EUR
4,2018-03-19 19:00:00 +0000 UTC,exampleUser972,13380.87,USD
4,2019-07-26 17:00:00 +0000 UTC,exampleUser386,11911.15,EUR
4,2020-05-04 15:00:00 +0000 UTC,exampleUser409,40178.19,USD
4,2018-09-11 06:00:00 +0000 UTC,exampleUser529,27269.91,EUR
4,2020-07-03 09:00:00 +0000 UTC,exampleUser919,43031.9,USD
4,2018-07-06 06:00:00 +0000 UTC,exampleUser456,88951.17,EUR
4,2020-08-03 19:00:00 +0000 UTC,exampleUser92,54203.67,EUR
3,2019-11-14 06:00:00 +0000 UTC,exampleUser296,14239.85,UAH
4,2019-05-02 03:00:00 +0000 UTC,exampleUser621,1003.92,USD
3,2019-04-23 12:00:00 +0000 UTC,exampleUser513,63248.27,EUR
4,2019-04-24 13:00:00 +0000 UTC,exampleUser909,74467.55,USD
4,2019-08-07 18:00:00 +0000 UTC,exampleUser592,98951.09,USD
4,2020-01-09 12:00:00 +0000 UTC,exampleUser160,78302.24,EUR
4,2018-04-29 06:00:00 +0000 UTC,exampleUser411,43941.46,USD
4,2020-08-11 00:00:00 +0000 UTC,exampleUser552,4021.1,USD
3,2019-06-15 00:00:00 +0000 UTC,exampleUser7,91218.02,EUR
4,2019-01-15 21:00:00 +0000 UTC,exampleUser795,70251.91,USD
4,2019-08-05 04:00:00 +0000 UTC,exampleUser49,26584.07,USD
4,2019-10-01 01:00:00 +0000 UTC,exampleUser234,53168.15,USD
4,2019-01-17 14:00:00 +0000 UTC,exampleUser587,57362.22,EUR
4,2019-05-27 12:00:00 +0000 UTC,exampleUser857,85269.81,EUR
4,2019-06-20 09:00:00 +0000 UTC,exampleUser241,35798.53,EUR
3,2019-08-10 11:00:00 +0000 UTC,exampleUser105,12283.51,EUR
4,2019-11-10 02:00:00 +0000 UTC,exampleUser938,45532.89,USD
4,2019-08-30 18:00:00 +0000 UTC,exampleUser663,39850.37,EUR
4,2019-01-27 08:00:00 +0000 UTC,exampleUser120,14763.67,USD
4,2020-02-05 17:00:00 +0000 UTC,exampleUser867,66731.78,EUR
4,2019-03-05 10:00:00 +0000 UTC,exampleUser12,21745.36,EUR
4,2019-07-06 17:00:00 +0000 UTC,exampleUser436,95375.4,UAH
4,2019-07-04 03:00:00 +0000 UTC,exampleUser26,23972.43,USD
3,2018-02-18 11:00:00 +0000 UTC,exampleUser434,68489.68,USD
4,2019-02-18 21:00:00 +0000 UTC,exampleUser235,50206.57,UAH
4,2019-04-01 13:00:00 +0000 UTC,exampleUser483,35933.54,USD
4,2020-04-22 15:00:00 +0000 UTC,exampleUser26,79964.36,EUR
3,2019-08-07 05:00:00 +0000 UTC,exampleUser12,49447.34,EUR
4,2019-11-23 08:00:00 +0000 UTC,exampleUser400,51394.6,EUR
4,2020-05-05 13:00:00 +0000 UTC,exampleUser297,78491.03,UAH
4,2020-10-20 11:00:00 +0000 UTC,exampleUser444,91015.72,USD
4,2018-09-28 09:00:00 +0000 UTC,exampleUser417,27571.87,USD
4,2020-02-26 23:00:00 +0000 UTC,exampleUser490,99497.57,USD
4,2019-02-11 00:00:00 +0000 UTC,exampleUser432,1884.76,USD
4,2020-11-08 06:00:00 +0000 UTC,exampleUser389,73741.29,USD
4,2019-04-01 02:00:00 +0000 UTC,exampleUser360,75700.97,USD
4,2018-05-12 04:00:00 +0000 UTC,exampleUser250,44506.9,USD
4,2018-01-22 04:00:00 +0000 UTC,exampleUser251,47277.6,USD
4,2018-08-09 05:00:00 +0000 UTC,exampleUser883,97011.48,USD
4,2019-05-04 17:00:00 +0000 UTC,exampleUser887,52804.61,USD
4,2019-03-24 03:00:00 +0000 UTC,exampleUser364,89273.24,USD
4,2018-02-04 10:00:00 +0000 UTC,exampleUser466,71459.38,USD
4,2019-03-15 01:00:00 +0000 UTC,exampleUser333,85664.83,USD
4,2019-09-06 15:00:00 +0000 UTC,exampleUser860,33067.25,USD
4,2019-01-02 12:00:00 +0000 UTC,exampleUser89,42196.86,USD
4,2018-04-15 20:00:00 +0000 UTC,exampleUser790,35136.07,USD
4,2019-03-30 11:00:00 +0000 UTC,exampleUser148,28848.66,USD
4,2020-05-30 08:00:00 +0000 UTC,exampleUser73,73715.86,USD
4,2019-10-26 23:00:00 +0000 UTC,exampleUser134,79908.24,USD
4,2019-05-05 23:00:00 +0000 UTC,exampleUser112,18941.13,USD
4,2019-03-09 23:00:00 +0000 UTC,exampleUser788,29461.03,USD
4,2020-03-23 22:00:00 +0000 UTC,exampleUser569,28155.9,UAH
4,2019-01-29 09:00:00 +0000 UTC,exampleUser414,41614.51,USD
4,2020-04-23 03:00:00 +0000 UTC,exampleUser367,57367.91,USD
4,2020-02-11 10:00:00 +0000 UTC,exampleUser270,32153.58,EUR
4,2018-01-03 09:00:00 +0000 UTC,exampleUser619,91985.41,USD
4,2019-11-28 02:00:00 +0000 UTC,exampleUser266,33631.95,EUR
4,2019-11-06 15:00:00 +0000 UTC,exampleUser680,74341.89,EUR
4,2019-04-04 07:00:00 +0000 UTC,exampleUser202,70194.02,USD
4,2018-02-05 12:00:00 +0000 UTC,exampleUser736,43322.87,EUR
4,2019-07-05 13:00:00 +0000 UTC,exampleUser789,29927.13,EUR
4,2019-02-08 01:00:00 +0000 UTC,exampleUser435,37847.1,EUR
4,2018-04-05 18:00:00 +0000 UTC,exampleUser104,49405.91,USD
4,2019-08-23 04:00:00 +0000 UTC,exampleUser58,30180.16,EUR
4,2019-01-13 03:00:00 +0000 UTC,exampleUser202,74525.8,USD
4,2019-01-17 02:00:00 +0000 UTC,exampleUser387,12724.56,EUR
4,2019-01-10 23:00:00 +0000 UTC,exampleUser13,2529.75,EUR
4,2018-11-15 07:00:00 +0000 UTC,exampleUser273,4072.57,USD
4,2019-08-24 19:00:00 +0000 UTC,exampleUser511,21573.63,USD
4,2018-01-07 22:00:00 +0000 UTC,exampleUser35,11252.28,USD
4,2019-10-19 00:00:00 +0000 UTC,exampleUser166,15620.53,EUR
4,2019-05-01 22:00:00 +0000 UTC,exampleUser481,53466.28,USD
4,2020-02-04 17:00:00 +0000 UTC,exampleUser69,23904.66,EUR
4,2019-01-08 17:00:00 +0000 UTC,exampleUser680,88874.8,EUR
4,2019-08-30 03:00:00 +0000 UTC,exampleUser582,30750.54,EUR
4,2019-06-25 04:00:00 +0000 UTC,exampleUser367,52768.71,EUR
4,2019-05-07 00:00:00 +0000 UTC,exampleUser240,91463.48,USD
4,2019-09-27 17:00:00 +0000 UTC,exampleUser271,70727.32,EUR
4,2019-04-06 04:00:00 +0000 UTC,exampleUser489,70059.12,USD
4,2019-10-09 14:00:00 +0000 UTC,exampleUser575,89251.08,EUR
4,2020-01-15 18:00:00 +0000 UTC,exampleUser11,89512.02,EUR
4,2019-07-08 03:00:00 +0000 UTC,exampleUser491,8385.16,EUR
4,2019-07-08 17:00:00 +0000 UTC,exampleUser52,38850.19,USD
4,2019-04-04 06:00:00 +0000 UTC,exampleUser43,14774.74,EUR
4,2019-01-19 14:00:00 +0000 UTC,exampleUser56,84605.69,USD
4,2019-06-21 03:00:00 +0000 UTC,exampleUser223,50090.1,EUR
4,2019-03-15 00:00:00 +0000 UTC,exampleUser641,90480.28,USD
4,2019-04-25 17:00:00 +0000 UTC,exampleUser136,95066.17,EUR
4,2019-05-11 03:00:00 +0000 UTC,exampleUser73,82354.45,USD
4,2018-03-05 16:00:00 +0000 UTC,exampleUser58,39588.4,USD
4,2019-09-27 00:00:00 +0000 UTC,exampleUser140,33882.1,EUR
4,2018-03-02 00:00:00 +0000 UTC,exampleUser336,22410.02,EUR
4,2019-08-26 10:00:00 +0000 UTC,exampleUser484,55462.63,EUR
4,2018-06-28 12:00:00 +0000 UTC,exampleUser631,89170.26,EUR
4,2019-06-13 18:00:00 +0000 UTC,exampleUser69,79779.06,EUR
4,2019-04-28 11:00:00 +0000 UTC,exampleUser163,18955.53,EUR
4,2019-04-07 18:00:00 +0000 UTC,exampleUser16,29387.52,EUR
4,2019-08-20 20:00:00 +0000 UTC,exampleUser588,50198.26,EUR
4,2019-09-05 10:00:00 +0000 UTC,exampleUser680,14723.38,EUR
4,2019-09-26 04:00:00 +0000 UTC,exampleUser65,9643.11,EUR
4,2019-07-12 23:00:00 +0000 UTC,exampleUser113,35091.29,EUR
4,2019-09-01 00:00:00 +0000 UTC,exampleUser398,64979.76,EUR
4,2019-10-07 02:00:00 +0000 UTC,exampleUser829,69725.01,EUR
4,2019-01-23 15:00:00 +0000 UTC,exampleUser37,9076.48,EUR
4,2019-07-08 21:00:00 +0000 UTC,exampleUser223,99814.61,EUR
4,2019-10-14 07:00:00 +0000 UTC,exampleUser78,70127.4,EUR
4,2019-01-01 23:00:00 +0000 UTC,exampleUser345,21334.11,EUR
4,2019-04-29 07:00:00 +0000 UTC,exampleUser30,71966.18,EUR
4,2019-07-21 13:00:00 +0000 UTC,exampleUser210,87568.22,EUR
4,2019-11-06 19:00:00 +0000 UTC,exampleUser142,19006.4,EUR
4,2019-10-10 01:00:00 +0000 UTC,exampleUser456,47703.54,EUR
4,2019-05-08 12:00:00 +0000 UTC,exampleUser353,46971.1,EUR
4,2019-02-05 04:00:00 +0000 UTC,exampleUser468,48649.07,USD
4,2019-11-13 17:00:00 +0000 UTC,exampleUser580,63896.52,EUR
4,2019-06-14 19:00:00 +0000 UTC,exampleUser348,63570.8,EUR
4,2019-04-03 21:00:00 +0000 UTC,exampleUser414,34132.54,USD
4,2019-02-17 19:00:00 +0000 UTC,exampleUser71,14462.66,EUR
4,2019-11-15 14:00:00 +0000 UTC,exampleUser22,70554.83,EUR
4,2019-05-24 20:00:00 +0000 UTC,exampleUser587,84736.17,UAH
4,2019-03-27 06:00:00 +0000 UTC,exampleUser656,51113.06,USD
4,2019-05-28 00:00:00 +0000 UTC,exampleUser412,38825.42,UAH
4,2019-05-21 22:00:00 +0000 UTC,exampleUser420,87046.78,UAH
4,2019-04-28 07:00:00 +0000 UTC,exampleUser631,39689.67,UAH
4,2019-01-09 14:00:00 +0000 UTC,exampleUser243,69523.81,UAH
4,2019-05-26 10:00:00 +0000 UTC,exampleUser180,31283.01,EUR
3,2019-04-20 12:00:00 +0000 UTC,exampleUser189,75810.98,UAH
4,2019-08-01 04:00:00 +0000 UTC,exampleUser852,96389.58,USD
4,2019-06-27 12:00:00 +0000 UTC,exampleUser819,49746.4,USD
4,2019-05-28 09:00:00 +0000 UTC,exampleUser82,13813.4,USD
4,2019-01-16 02:00:00 +0000 UTC,exampleUser568,86418.32,USD
4,2019-01-16 08:00:00 +0000 UTC,exampleUser199,91867.89,USD
4,2019-08-08 00:00:00 +0000 UTC,exampleUser982,17771.75,USD
4,2019-03-24 21:00:00 +0000 UTC,exampleUser17,90788.25,UAH
4,2019-01-28 21:00:00 +0000 UTC,exampleUser288,38742.29,UAH
4,2019-09-29 14:00:00 +0000 UTC,exampleUser430,31917.88,UAH
4,2019-09-21 01:00:00 +0000 UTC,exampleUser854,21011.16,USD
4,2019-09-14 23:00:00 +0000 UTC,exampleUser858,87522.81,USD
4,2019-04-26 12:00:00 +0000 UTC,exampleUser276,56323.9,USD
4,2019-01-05 19:00:00 +0000 UTC,exampleUser237,77865.75,USD
4,2019-04-25 12:00:00 +0000 UTC,exampleUser637,13852.06,UAH
4,2019-10-25 19:00:00 +0000 UTC,exampleUser128,85190.54,USD
4,2019-10-29 03:00:00 +0000 UTC,exampleUser29,18836.36,USD
4,2019-05-21 10:00:00 +0000 UTC,exampleUser359,28698.75,USD
4,2019-08-01 06:00:00 +0000 UTC,exampleUser233,27938.86,USD
4,2019-02-27 23:00:00 +0000 UTC,exampleUser505,86933.26,USD
4,2019-06-06 00:00:00 +0000 UTC,exampleUser314,16493.69,USD
4,2019-06-10 20:00:00 +0000 UTC,exampleUser835,59180.45,UAH
4,2019-07-27 11:00:00 +0000 UTC,exampleUser924,37575.65,USD
4,2019-11-17 13:00:00 +0000 UTC,exampleUser32,80292.8,UAH
4,2019-08-17 18:00:00 +0000 UTC,exampleUser42,83978.41,UAH
4,2019-06-01 07:00:00 +0000 UTC,exampleUser656,86401.8,USD
4,2019-08-05 03:00:00 +0000 UTC,exampleUser167,12119.65,USD
4,2019-07-08 12:00:00 +0000 UTC,exampleUser479,69868.53,USD
4,2019-01-13 01:00:00 +0000 UTC,exampleUser412,84423.86,USD
4,2019-06-23 02:00:00 +0000 UTC,exampleUser459,86010.54,USD
4,2019-09-19 02:00:00 +0000 UTC,exampleUser30,91258.12,USD
3,2019-06-24 10:00:00 +0000 UTC,exampleUser400,96204.08,UAH
3,2019-01-09 07:00:00 +0000 UTC,exampleUser393,16598.09,USD
4,2019-06-07 04:00:00 +0000 UTC,exampleUser553,52265.23,USD
3,2019-04-23 00:00:00 +0000 UTC,exampleUser341,29585.61,USD
3,2019-08-30 17:00:00 +0000 UTC,exampleUser120,16733.51,USD
3,2019-06-08 20:00:00 +0000 UTC,exampleUser937,52869.24,USD
4,2019-02-07 12:00:00 +0000 UTC,exampleUser224,39676.14,USD
2,2019-10-08 04:00:00 +0000 UTC,exampleUser601,69332.1,USD
3,2019-02-09 13:00:00 +0000 UTC,exampleUser43,44086.66,USD
3,2019-11-22 05:00:00 +0000 UTC,exampleUser970,62067.11,USD
3,2019-11-08 20:00:00 +0000 UTC,exampleUser653,19610.61,USD
2,2019-11-18 00:00:00 +0000 UTC,exampleUser296,41143.53,USD
3,2019-11-11 07:00:00 +0000 UTC,exampleUser388,99720.6,USD
3,2019-07-04 13:00:00 +0000 UTC,exampleUser516,96082.86,USD
3,2019-01-16 07:00:00 +0000 UTC,exampleUser214,38525.89,USD
3,2019-06-27 01:00:00 +0000 UTC,exampleUser32,82533.95,USD
4,2019-09-21 22:00:00 +0000 UTC,exampleUser252,37257.75,USD
3,2019-11-09 10:00:00 +0000 UTC,exampleUser708,73778.11,USD
3,2019-11-10 11:00:00 +0000 UTC,exampleUser380,74672,USD
3,2019-09-21 23:00:00 +0000 UTC,exampleUser497,67952.37,USD
3,2019-06-16 09:00:00 +0000 UTC,exampleUser33,77712.69,USD
3,2019-08-24 08:00:00 +0000 UTC,exampleUser104,36954.03,USD
4,2019-07-19 21:00:00 +0000 UTC,exampleUser599,72803.41,USD
3,2019-11-17 03:00:00 +0000 UTC,exampleUser226,21920.18,USD
3,2018-11-26 00:00:00 +0000 UTC,exampleUser879,87427.38,USD
3,2019-05-20 08:00:00 +0000 UTC,exampleUser82,61412.05,USD
3,2019-01-10 18:00:00 +0000 UTC,exampleUser72,29323.4,UAH
3,2019-06-09 17:00:00 +0000 UTC,exampleUser140,77957.23,USD
2,2019-08-22 17:00:00 +0000 UTC,exampleUser893,26338.78,USD
3,2018-03-21 02:00:00 +0000 UTC,exampleUser867,61898.14,USD
3,2019-09-27 11:00:00 +0000 UTC,exampleUser911,58876.14,USD
3,2019-05-11 02:00:00 +0000 UTC,exampleUser516,81360.96,USD
3,2019-08-02 22:00:00 +0000 UTC,exampleUser313,59042.42,USD
3,2019-10-27 17:00:00 +0000 UTC,exampleUser107,47480.69,USD
3,2019-08-13 20:00:00 +0000 UTC,exampleUser540,44110.84,USD
3,2019-07-13 15:00:00 +0000 UTC,exampleUser513,50646.16,USD
3,2019-09-18 18:00:00 +0000 UTC,exampleUser34,90992.54,USD
2,2019-08-09 16:00:00 +0000 UTC,exampleUser10,97023.89,USD
3,2019-11-08 19:00:00 +0000 UTC,exampleUser364,90375.75,USD
4,2019-09-05 17:00:00 +0000 UTC,exampleUser980,58013.35,USD
3,2019-01-17 04:00:00 +0000 UTC,exampleUser265,45737.06,USD
3,2019-10-11 03:00:00 +0000 UTC,exampleUser84,38980.73,USD
3,2019-04-11 10:00:00 +0000 UTC,exampleUser295,232.29,USD
3,2019-08-17 07:00:00 +0000 UTC,exampleUser561,55177.92,USD
4,2019-06-26 20:00:00 +0000 UTC,exampleUser262,47039.6,USD
3,2018-02-17 06:00:00 +0000 UTC,exampleUser607,45353.14,USD
3,2019-07-26 08:00:00 +0000 UTC,exampleUser365,12732.88,USD
3,2019-01-09 15:00:00 +0000 UTC,exampleUser438,41599.33,USD
3,2019-03-05 00:00:00 +0000 UTC,exampleUser497,74368.67,USD
3,2019-05-11 21:00:00 +0000 UTC,exampleUser101,36825.08,USD
3,2019-02-13 12:00:00 +0000 UTC,exampleUser747,73450.12,USD
3,2019-04-04 20:00:00 +0000 UTC,exampleUser889,91029.59,USD
3,2019-07-17 04:00:00 +0000 UTC,exampleUser699,17063.17,USD
3,2019-01-19 03:00:00 +0000 UTC,exampleUser240,78218.55,USD
3,2019-09-29 02:00:00 +0000 UTC,exampleUser123,16258.18,UAH
3,2019-05-22 02:00:00 +0000 UTC,exampleUser111,16535.94,USD
3,2019-02-02 18:00:00 +0000 UTC,exampleUser252,95962.57,USD
3,2019-01-22 22:00:00 +0000 UTC,exampleUser183,53070.89,USD
3,2019-01-19 18:00:00 +0000 UTC,exampleUser503,1416.89,USD
3,2019-03-10 06:00:00 +0000 UTC,exampleUser457,39332.42,USD
4,2019-01-08 18:00:00 +0000 UTC,exampleUser313,47300.35,USD
3,2019-03-11 14:00:00 +0000 UTC,exampleUser987,79232.23,USD
2,2019-02-11 12:00:00 +0000 UTC,exampleUser167,19915.41,USD
3,2019-11-06 10:00:00 +0000 UTC,exampleUser28,26424.09,USD
3,2019-11-13 19:00:00 +0000 UTC,exampleUser299,75969.74,USD
3,2019-05-05 22:00:00 +0000 UTC,exampleUser21,10411.11,USD
3,2019-03-24 03:00:00 +0000 UTC,exampleUser173,59291.77,USD
3,2019-06-04 16:00:00 +0000 UTC,exampleUser366,67133.92,USD
3,2019-11-01 03:00:00 +0000 UTC,exampleUser506,70455.97,USD
3,2019-10-30 06:00:00 +0000 UTC,exampleUser35,41465.87,USD
3,2019-03-06 05:00:00 +0000 UTC,exampleUser468,65632.35,USD
3,2019-04-24 06:00:00 +0000 UTC,exampleUser308,24894.66,USD
3,2019-05-30 08:00:00 +0000 UTC,exampleUser460,59266.87,USD
3,2019-01-13 00:00:00 +0000 UTC,exampleUser394,60304.35,USD
3,2019-11-11 04:00:00 +0000 UTC,exampleUser76,87063.66,USD
3,2019-11-20 23:00:00 +0000 UTC,exampleUser856,72497.92,USD
3,2019-08-20 06:00:00 +0000 UTC,exampleUser922,44096.51,USD
3,2019-10-19 17:00:00 +0000 UTC,exampleUser2,90278.3,USD
3,2019-06-18 01:00:00 +0000 UTC,exampleUser436,38269.62,USD
3,2019-03-21 13:00:00 +0000 UTC,exampleUser336,79333.71,USD
3,2019-07-05 11:00:00 +0000 UTC,exampleUser772,87507.66,USD
3,2019-09-14 17:00:00 +0000 UTC,exampleUser23,25913.22,USD
3,2019-09-17 00:00:00 +0000 UTC,exampleUser286,1277.13,USD
3,2019-08-28 07:00:00 +0000 UTC,exampleUser74,30710.95,USD
3,2019-04-26 18:00:00 +0000 UTC,exampleUser553,1254.45,USD
2,2019-02-15 21:00:00 +0000 UTC,exampleUser223,76249.21,USD
3,2019-11-22 08:00:00 +0000 UTC,exampleUser131,44109.59,USD
3,2019-03-04 04:00:00 +0000 UTC,exampleUser518,64730.64,USD
3,2019-03-27 15:00:00 +0000 UTC,exampleUser66,73126.02,USD
3,2019-05-07 08:00:00 +0000 UTC,exampleUser898,80934.62,USD
3,2019-09-02 20:00:00 +0000 UTC,exampleUser439,61956.27,USD
4,2019-06-19 21:00:00 +0000 UTC,exampleUser242,68120.18,USD
3,2019-02-21 23:00:00 +0000 UTC,exampleUser13,75205.9,USD
4,2019-01-18 09:00:00 +0000 UTC,exampleUser615,53541.43,USD
3,2019-09-06 22:00:00 +0000 UTC,exampleUser616,39026.12,USD
3,2019-11-22 18:00:00 +0000 UTC,exampleUser60,81336.21,USD
3,2019-04-20 16:00:00 +0000 UTC,exampleUser118,66675.26,USD
3,2019-08-12 01:00:00 +0000 UTC,exampleUser233,15762.78,USD
3,2019-11-01 21:00:00 +0000 UTC,exampleUser991,54105.31,USD
3,2019-03-26 01:00:00 +0000 UTC,exampleUser47,77532.21,USD
3,2019-02-27 21:00:00 +0000 UTC,exampleUser120,1264.43,USD
3,2019-11-02 05:00:00 +0000 UTC,exampleUser72,72313.76,USD
3,2019-01-02 06:00:00 +0000 UTC,exampleUser59,66508.05,USD
3,2019-08-14 10:00:00 +0000 UTC,exampleUser121,43359.64,USD
4,2019-05-16 08:00:00 +0000 UTC,exampleUser32,93673.49,USD
3,2019-10-23 07:00:00 +0000 UTC,exampleUser92,58633.36,USD
